name,japanese_name,generation,classfication,type1,type2,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,attack,defense,sp_attack,sp_defense,capture_rate,experience_growth,speed,height_m,weight_kg,hp,pokedex_number,is_legendary
Surskit,Ametamaアメタマ,3,Pond Skater Pokémon,bug,water,"['Swift Swim', 'Rain Dish']",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,3840,70,269,30,32,50,52,200,1000000,65,0.5,1.7,40,283,No
Masquerain,Amemothアメモース,3,Eyeball Pokémon,bug,flying,"['Intimidate', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3840,70,454,60,62,100,82,75,1000000,80,0.8,3.6,70,284,No
Shroomish,Kinococoキノココ,3,Mushroom Pokémon,grass,,"['Effect Spore', 'Poison Heal', 'Quick Feet']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,3840,70,295,40,60,40,60,255,1640000,35,0.4,4.5,60,285,No
Breloom,Kinogassaキノガッサ,3,Mushroom Pokémon,grass,fighting,"['Effect Spore', 'Poison Heal', 'Technician']",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,3840,70,460,130,80,60,60,90,1640000,70,1.2,39.2,60,286,No
Slakoth,Namakeroナマケロ,3,Slacker Pokémon,normal,,['Truant'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840,70,280,60,60,35,35,255,1250000,30,0.8,24.0,60,287,No
Vigoroth,Yarukimonoヤルキモノ,3,Wild Monkey Pokémon,normal,,['Vital Spirit'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840,70,440,80,80,55,55,120,1250000,90,1.4,46.5,80,288,No
Slaking,Kekkingケッキング,3,Lazy Pokémon,normal,,['Truant'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840,70,670,160,100,95,65,45,1250000,100,2.0,130.5,150,289,No
Nincada,Tutininツチニン,3,Trainee Pokémon,bug,ground,"['Compoundeyes', 'Run Away']",1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0,3840,70,266,45,90,30,30,255,600000,40,0.5,5.5,31,290,No
Ninjask,Tekkaninテッカニン,3,Ninja Pokémon,bug,flying,"['Speed Boost', 'Infiltrator']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3840,70,456,90,45,50,50,120,600000,160,0.8,12.0,61,291,No
Shedinja,Nukeninヌケニン,3,Shed Pokémon,bug,ghost,['Wonder Guard'],0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,3840,70,236,90,45,30,30,45,600000,40,0.8,1.2,1,292,No
Whismur,Gonyonyoゴニョニョ,3,Whisper Pokémon,normal,,"['Soundproof', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,240,51,23,51,23,190,1059860,28,0.6,16.3,64,293,No
Loudred,Dogohmbドゴーム,3,Big Voice Pokémon,normal,,"['Soundproof', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,360,71,43,71,43,120,1059860,48,1.0,40.5,84,294,No
Exploud,Bakuongバクオング,3,Loud Noise Pokémon,normal,,"['Soundproof', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,490,91,63,91,73,45,1059860,68,1.5,84.0,104,295,No
Makuhita,Makunoshitaマクノシタ,3,Guts Pokémon,fighting,,"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,5120,70,237,60,30,20,30,180,1640000,25,1.0,86.4,72,296,No
Hariyama,Hariteyamaハリテヤマ,3,Arm Thrust Pokémon,fighting,,"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,5120,70,474,120,60,40,60,200,1640000,50,2.3,253.8,144,297,No
Azurill,Ruririルリリ,3,Polka Dot Pokémon,normal,fairy,"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2560,70,190,20,40,20,40,150,800000,20,0.2,2.0,50,298,No
Nosepass,Nosepassノズパス,3,Compass Pokémon,rock,,"['Sturdy', 'Magnet Pull', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,5120,70,375,45,135,45,90,255,1000000,30,1.0,97.0,30,299,No
Skitty,Enecoエネコ,3,Kitten Pokémon,normal,,"['Cute Charm', 'Normalize', 'Wonder Skin ']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840,70,260,45,45,35,35,255,800000,50,0.6,11.0,50,300,No
Delcatty,Enekororoエネコロロ,3,Prim Pokémon,normal,,"['Cute Charm', 'Normalize', 'Wonder Skin ']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840,70,400,65,65,55,55,60,800000,90,1.1,32.6,70,301,No
Sableye,Yamiramiヤミラミ,3,Darkness Pokémon,dark,ghost,"['Keen Eye', 'Stall', 'Prankster']",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,6400,35,480,85,125,85,115,45,1059860,20,0.5,11.0,50,302,No
Mawile,Kucheatクチート,3,Deceiver Pokémon,steel,fairy,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,5120,70,480,105,125,55,95,45,800000,50,0.6,11.5,50,303,No
Aron,Cokodoraココドラ,3,Iron Armor Pokémon,steel,rock,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,8960,35,330,70,100,40,40,180,1250000,30,0.4,60.0,50,304,No
Lairon,Kodoraコドラ,3,Iron Armor Pokémon,steel,rock,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,8960,35,430,90,140,50,50,90,1250000,40,0.9,120.0,60,305,No
Aggron,Bossgodoraボスゴドラ,3,Iron Armor Pokémon,steel,rock,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,8960,35,630,140,230,60,80,45,1250000,50,2.1,360.0,70,306,No
Meditite,Asananアサナン,3,Meditate Pokémon,fighting,psychic,"['Pure Power', 'Telepathy']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,5120,70,280,40,55,40,55,180,1000000,60,0.6,11.2,30,307,No
Medicham,Charemチャーレム,3,Meditate Pokémon,fighting,psychic,"['Pure Power', 'Telepathy']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,5120,70,510,100,85,80,85,90,1000000,100,1.3,31.5,60,308,No
Electrike,Rakuraiラクライ,3,Lightning Pokémon,electric,,"['Static', 'Lightningrod', 'Minus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120,70,295,45,40,65,40,120,1250000,65,0.6,15.2,40,309,No
Manectric,Livoltライボルト,3,Discharge Pokémon,electric,,"['Static', 'Lightningrod', 'Minus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120,70,575,75,80,135,80,45,1250000,135,1.5,40.2,70,310,No
Plusle,Prasleプラスル,3,Cheering Pokémon,electric,,"['Plus', 'Lightningrod']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120,70,405,50,40,85,75,200,1000000,95,0.4,4.2,60,311,No
Minun,Minunマイナン,3,Cheering Pokémon,electric,,"['Minus', 'Volt Absorb']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120,70,405,40,50,75,85,200,1000000,95,0.4,4.2,60,312,No
Volbeat,Barubeatバルビート,3,Firefly Pokémon,bug,,"['Illuminate', 'Swarm', 'Prankster']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3840,70,430,73,75,47,85,150,600000,85,0.7,17.7,65,313,No
Illumise,Illumiseイルミーゼ,3,Firefly Pokémon,bug,,"['Oblivious', 'Tinted Lens', 'Prankster']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3840,70,430,47,75,73,85,150,1640000,85,0.6,17.7,65,314,No
Roselia,Roseliaロゼリア,3,Thorn Pokémon,grass,poison,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,5120,70,400,60,45,100,80,150,1059860,65,0.3,2.0,50,315,No
Gulpin,Gokulinゴクリン,3,Stomach Pokémon,poison,,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,5120,70,302,43,53,43,53,225,1640000,40,0.4,10.3,70,316,No
Swalot,Marunoomマルノーム,3,Poison Bag Pokémon,poison,,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,5120,70,467,73,83,73,83,75,1640000,55,1.7,80.0,100,317,No
Carvanha,Kibanhaキバニア,3,Savage Pokémon,water,dark,"['Rough Skin', 'Speed Boost']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,5120,35,305,90,20,65,20,225,1250000,65,0.8,20.8,45,318,No
Sharpedo,Samehaderサメハダー,3,Brutal Pokémon,water,dark,"['Rough Skin', 'Speed Boost']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,5120,35,560,140,70,110,65,60,1250000,105,1.8,88.8,70,319,No
Wailmer,Hoerukoホエルコ,3,Ball Whale Pokémon,water,,"['Water Veil', 'Oblivious', 'Pressure']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,10240,70,400,70,35,70,35,125,1640000,60,2.0,130.0,130,320,No
Wailord,Whalohホエルオー,3,Float Whale Pokémon,water,,"['Water Veil', 'Oblivious', 'Pressure']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,10240,70,500,90,45,90,45,60,1640000,60,14.5,398.0,170,321,No
Numel,Donmelドンメル,3,Numb Pokémon,fire,ground,"['Oblivious', 'Simple', 'Own Tempo']",0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,5120,70,305,60,40,65,45,255,1000000,35,0.7,24.0,60,322,No
Camerupt,Bakuudaバクーダ,3,Eruption Pokémon,fire,ground,"['Magma Armor', 'Solid Rock', 'Anger Point']",0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,5120,70,560,120,100,145,105,150,1000000,20,1.9,220.0,70,323,No
Torkoal,Cotoiseコータス,3,Coal Pokémon,fire,,"['White Smoke', 'Drought', 'Shell Armor']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120,70,470,85,140,85,70,90,1000000,20,0.5,80.4,70,324,No
Spoink,Banebooバネブー,3,Bounce Pokémon,psychic,,"['Thick Fat', 'Own Tempo', 'Gluttony']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120,70,330,25,35,70,80,255,800000,60,0.7,30.6,60,325,No
Grumpig,Boopigブーピッグ,3,Manipulate Pokémon,psychic,,"['Thick Fat', 'Own Tempo', 'Gluttony']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120,70,470,45,65,90,110,60,800000,80,0.9,71.5,80,326,No
Spinda,Patcheelパッチール,3,Spot Panda Pokémon,normal,,"['Own Tempo', 'Tangled Feet', 'Contrary']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840,70,360,60,60,60,60,255,800000,60,1.1,5.0,60,327,No
Trapinch,Nuckrarナックラー,3,Ant Pit Pokémon,ground,,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,5120,70,290,100,45,45,45,255,1059860,10,0.7,15.0,45,328,No
Vibrava,Vibravaビブラーバ,3,Vibration Pokémon,ground,dragon,['Levitate'],1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,5120,70,340,70,50,50,50,120,1059860,70,1.1,15.3,50,329,No
Flygon,Flygonフライゴン,3,Mystic Pokémon,ground,dragon,['Levitate'],1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,5120,70,520,100,80,80,80,45,1059860,100,2.0,82.0,80,330,No
Cacnea,Saboneaサボネア,3,Cactus Pokémon,grass,,"['Sand Veil', 'Water Absorb']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120,35,335,85,40,85,40,190,1059860,35,0.4,51.3,50,331,No
Cacturne,Noctusノクタス,3,Scarecrow Pokémon,grass,dark,"['Sand Veil', 'Water Absorb']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,5120,35,475,115,60,115,60,60,1059860,55,1.3,77.4,70,332,No
Swablu,Tylttoチルット,3,Cotton Bird Pokémon,normal,flying,"['Natural Cure', 'Cloud Nine']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5120,70,310,40,60,40,75,255,600000,50,0.4,1.2,45,333,No
Altaria,Tyltalisチルタリス,3,Humming Pokémon,dragon,flying,"['Natural Cure', 'Cloud Nine']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,5120,70,590,110,110,110,105,45,600000,80,1.1,20.6,75,334,No
Zangoose,Zangooseザングース,3,Cat Ferret Pokémon,normal,,"['Immunity', 'Toxic Boost']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,458,115,60,60,60,90,600000,90,1.3,40.3,73,335,No
Seviper,Habunakeハブネーク,3,Fang Snake Pokémon,poison,,"['Shed Skin', 'Infiltrator']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,5120,70,458,100,60,100,60,90,1640000,65,2.7,52.5,73,336,No
Lunatone,Lunatoneルナトーン,3,Meteorite Pokémon,rock,psychic,['Levitate'],2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,6400,70,460,55,65,95,85,45,800000,70,1.0,168.0,90,337,No
Solrock,Solrockソルロック,3,Meteorite Pokémon,rock,psychic,['Levitate'],2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,6400,70,460,95,85,55,65,45,800000,70,1.2,154.0,90,338,No
Barboach,Dojoachドジョッチ,3,Whiskers Pokémon,water,ground,"['Oblivious', 'Anticipation', 'Hydration']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,5120,70,288,48,43,46,41,190,1000000,60,0.4,1.9,50,339,No
Whiscash,Namazunナマズン,3,Whiskers Pokémon,water,ground,"['Oblivious', 'Anticipation', 'Hydration']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,5120,70,468,78,73,76,71,75,1000000,60,0.9,23.6,110,340,No
Corphish,Heiganiヘイガニ,3,Ruffian Pokémon,water,,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,3840,70,308,80,65,50,35,205,1640000,35,0.6,11.5,43,341,No
Crawdaunt,Shizarigerシザリガー,3,Rogue Pokémon,water,dark,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,3840,70,468,120,85,90,55,155,1640000,55,1.1,32.8,63,342,No
Baltoy,Yajilonヤジロン,3,Clay Doll Pokémon,ground,psychic,['Levitate'],2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,5120,70,300,40,55,40,70,255,1000000,55,0.5,21.5,40,343,No
Claydol,Nendollネンドール,3,Clay Doll Pokémon,ground,psychic,['Levitate'],2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,5120,70,500,70,105,70,120,90,1000000,75,1.5,108.0,60,344,No
Lileep,Lilylaリリーラ,3,Sea Lily Pokémon,rock,grass,"['Suction Cups', 'Storm Drain']",2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,7680,70,355,41,77,61,87,45,600000,23,1.0,23.8,66,345,No
Cradily,Yuradleユレイドル,3,Barnacle Pokémon,rock,grass,"['Suction Cups', 'Storm Drain']",2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,7680,70,495,81,97,81,107,45,600000,43,1.5,60.4,86,346,No
Anorith,Anopthアノプス,3,Old Shrimp Pokémon,rock,bug,"['Battle Armor', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,7680,70,355,95,50,40,50,45,600000,75,0.7,12.5,45,347,No
Armaldo,Armaldoアーマルド,3,Plate Pokémon,rock,bug,"['Battle Armor', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,7680,70,495,125,100,70,80,45,600000,45,1.5,68.2,75,348,No
Feebas,Hinbassヒンバス,3,Fish Pokémon,water,,"['Swift Swim', 'Oblivious', 'Adaptability']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120,70,200,15,20,10,55,255,600000,80,0.6,7.4,20,349,No
Milotic,Milokarossミロカロス,3,Tender Pokémon,water,,"['Marvel Scale', 'Competitive', 'Cute Charm']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120,70,540,60,79,100,125,60,600000,81,6.2,162.0,95,350,No
Castform,Powalenポワルン,3,Weather Pokémon,normal,,['Forecast'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6400,70,420,70,70,70,70,45,1000000,70,0.3,0.8,70,351,No
Kecleon,Kakureonカクレオン,3,Color Swap Pokémon,normal,,"['Color Change', 'Protean']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,440,90,70,60,120,200,1059860,40,1.0,22.0,60,352,No
Shuppet,Kagebouzuカゲボウズ,3,Puppet Pokémon,ghost,,"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,6400,35,295,75,35,63,33,225,800000,45,0.6,2.3,44,353,No
Banette,Juppetaジュペッタ,3,Marionette Pokémon,ghost,,"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,6400,35,555,165,75,93,83,45,800000,75,1.1,12.5,64,354,No
Duskull,Yomawaruヨマワル,3,Requiem Pokémon,ghost,,"['Levitate', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,6400,35,295,40,90,30,90,190,800000,25,0.8,15.0,20,355,No
Dusclops,Samayouruサマヨール,3,Beckon Pokémon,ghost,,"['Pressure', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,6400,35,455,70,130,60,130,90,800000,25,1.6,30.6,40,356,No
Tropius,Tropiusトロピウス,3,Fruit Pokémon,grass,flying,"['Chlorophyll', 'Solar Power', 'Harvest']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,6400,70,460,68,83,72,87,200,1250000,51,2.0,100.0,99,357,No
Chimecho,Chireanチリーン,3,Wind Chime Pokémon,psychic,,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,6400,70,455,50,80,95,90,45,800000,65,0.6,1.0,75,358,No
Absol,Absolアブソル,3,Disaster Pokémon,dark,,"['Pressure', 'Super Luck', 'Justified']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6400,35,565,150,60,115,60,30,1059860,115,1.2,47.0,65,359,No
Wynaut,Sohnanoソーナノ,3,Bright Pokémon,psychic,,"['Shadow Tag', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120,70,260,23,48,23,48,125,1000000,23,0.6,14.0,95,360,No
Snorunt,Yukiwarashiユキワラシ,3,Snow Hat Pokémon,ice,,"['Inner Focus', 'Ice Body', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,5120,70,300,50,50,50,50,190,1000000,50,0.7,16.8,50,361,No
Glalie,Onigohriオニゴーリ,3,Face Pokémon,ice,,"['Inner Focus', 'Ice Body', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,5120,70,580,120,80,120,80,75,1000000,100,1.5,256.5,80,362,No
Spheal,Tamazarashiタマザラシ,3,Clap Pokémon,ice,water,"['Thick Fat', 'Ice Body', 'Oblivious']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,5120,70,290,40,50,55,50,255,1059860,25,0.8,39.5,70,363,No
Sealeo,Todogglerトドグラー,3,Ball Roll Pokémon,ice,water,"['Thick Fat', 'Ice Body', 'Oblivious']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,5120,70,410,60,70,75,70,120,1059860,45,1.1,87.6,90,364,No
Walrein,Todoserugaトドゼルガ,3,Ice Break Pokémon,ice,water,"['Thick Fat', 'Ice Body', 'Oblivious']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,5120,70,530,80,90,95,90,45,1059860,65,1.4,150.6,110,365,No
Clamperl,Pearluluパールル,3,Bivalve Pokémon,water,,"['Shell Armor', 'Rattled']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120,70,345,64,85,74,55,255,600000,32,0.4,52.5,35,366,No
