tweet,class,polarity,hate,target,aggressiveness
Soñe que conseguía entrada para ver a metallica y greta que hija de puta para que sueño eso,Yes violence,negative,no hateful,no targeted,no aggressive
@sofia_quiros_ @AgustinEzMonzon CALLATE PUTA,Yes violence,negative,hateful,targeted,aggressive
"Porque me resultaría un coñazo llegar a Nueva York tardando 8 días en barco. Mi dinero y tiempo son limitados, que le vamos a hacer 🤷🏻‍♂️
https://t.co/DtxZUfwXyG

La opción del catamarán se la cedo a Greta Majareta. https://t.co/BbWgTWn5XA",Yes violence,negative,no hateful,no targeted,no aggressive
Que malaaaaaa lechee puta greta pero quieen es esa niñaaaa. El bombo que la querais daaar que sabe ella de ma vida que monolgos tiene que daaaaaar deee verdad,Yes violence,negative,no hateful,no targeted,no aggressive
"@tvnnoticias La impostora greta dice la portada. Hipócrita, apocaliptica, histérica.Ya se le cayó la máscara al inscribir su nombre como una marca comercial. Ahora va a vender una diversidad de artículos solo poniendo su rostro.Sus intenciones eran esas.Crear su propia marca y ganar dinero👎 https://t.co/hkuSffADi8",Yes violence,negative,no hateful,no targeted,no aggressive
"Greta va a dejar hablar a los científicos. ¡Alabada sea la mesías! Qué mierda se traga la gente. Qué cachondeo y circo es todo. Lo único que tienen claro es que hay que sacrificar a la clase trabajadora aún más. Llevarnos hasta la miseria absoluta. Vete a la puta mierda, Greta.",Yes violence,negative,no hateful,no targeted,no aggressive
"@LaFallaras @Enzo_Galb Por mucho perfume que se ponga una cerda, una cerda siempre es una cerda",Yes violence,negative,hateful,targeted,aggressive
@LaFallaras @sanchezcastejon Os imagináis que esta estúpida devuelva todo lo robado?.... #mindunguis,Yes violence,negative,no hateful,no targeted,no aggressive
@michel010915 Cállate puta,Yes violence,negative,hateful,targeted,aggressive
@MiltonJuancl @nox_ven @Asisomos El “lado negro de Greta” la chiquita histérica  manipulada ambiciosamente por el padre (casi como Luis Miguel ),Yes violence,negative,hateful,targeted,aggressive
Greta puta,Yes violence,negative,hateful,targeted,aggressive
@LaFallaras Estas como una puta cabra 🐐 y además eres imbecil,Yes violence,negative,hateful,targeted,aggressive
Greta es que eres gilipollas dios cállate ya,Yes violence,negative,no hateful,no targeted,no aggressive
@LaFallaras Y a  que me da que no te has comido un rosco en tu puta vida de cartón,Yes violence,negative,no hateful,no targeted,no aggressive
@benshorts Cállate puta,Yes violence,negative,hateful,targeted,aggressive
"@LaFallaras Y tú pedazo de golfa repugnante, que haces?
Me refiero además de emborracharte",Yes violence,negative,hateful,targeted,aggressive
"@DalasReview Mmm sobre las protestas feministas que dañan los monumentos, dalee Dalas",Yes violence,negative,hateful,no targeted,no aggressive
@fabri_g7 A fregar tu,Yes violence,neutral,no hateful,no targeted,no aggressive
@pochibanda @martindelp Cállate puta,Yes violence,negative,hateful,targeted,aggressive
@Armunho ¿No se ha llevado a Pablo a Davos? Pero si ha ido hasta Greta Majareta.,Yes violence,negative,no hateful,no targeted,no aggressive
"#JusticeForJohnnyDepp
Lo mismo pasa con muchos hombres también y debemos evitar que pase lo que pasó a Johnny Depp y a @DalasReview.
Por favor, mentalizar que la violencia de género es de hombres a mujeres y de mujeres a hombres",Yes violence,negative,no hateful,no targeted,no aggressive
"@MarianaTrez @LadyCascabelil1 @DalasReview  y @ZYTJavier ... Que de empoderamiento tiene kims y su musica.. Si toda ella vive con un patán y vividor... Está chica vive con su verdugo y ella en modo perra... Pero versión encadenada, y quien es la mujer que vive con un mantenido y manipulador (kim y no lenia)",Yes violence,negative,no hateful,no targeted,no aggressive
Bueno que igual es por que tenemos una industria que es un chiste y no por que a la gente le mole el discurso de Greta majareta https://t.co/EU9K4tESs7,Yes violence,negative,no hateful,no targeted,no aggressive
Prefiero mil veces a la Greta que a esta pendeja ignorante correista que debería irse a Cuba. https://t.co/DCdQwm1LMY,Yes violence,negative,hateful,targeted,aggressive
@LaFallaras La primera vez que dices una verdad .Lo primero es reconocerlo ahora ve a Proyecto Hombre que te tratarán lo del alcohol y drogas. Con respecto a lo de ser ladrona y puta eso ya ve a un Psicólogo.,Yes violence,neutral,hateful,targeted,aggressive
@valenbologn jajajajajaj callate puta,Yes violence,negative,hateful,targeted,aggressive
"¿Cuanto contamina un contenedor ardiendo? 
Creo que a Greta (majareta) no le gusta Tsunami “Democratic”.",Yes violence,negative,no hateful,no targeted,no aggressive
@JorgeDomingogue Ya te digo... pero Greta majareta se cree que en el resto del mundo le hacen caso a sus polladas,Yes violence,negative,no hateful,no targeted,no aggressive
"@LeticiaDolera Ya te puedes emborrachar como una loca, como te gusta.
Anda eh? una ley a la medida de las locas!!
jajaja Ascazo daís. Seguiran muriendo, cada vez más, y todas y cada una será por vuestra culpa. No lo olvides.",Yes violence,negative,hateful,no targeted,no aggressive
"@GuajeSalvaje Greta eres nuestra última esperanza. 
Esta payasa vestida de Luke Sky Walker engañara a la gente por doquier.",Yes violence,negative,no hateful,no targeted,no aggressive
Ahora a fregar https://t.co/SpaisfONrf,Yes violence,neutral,no hateful,no targeted,no aggressive
@cejassbian_ @lulyrey8 Callate puta,Yes violence,negative,hateful,targeted,aggressive
@AnabelAlonso_of Alguna actualización?? Que payasa que eres,Yes violence,negative,no hateful,no targeted,no aggressive
@zukaritas__ @lonefodx Callate puta,Yes violence,negative,hateful,targeted,aggressive
"@LaFallaras @elnacionalcat @ContadorAltsasu A veces pienso que el alcohol hace decir gilipolleces a la gente...luego leo tus twits y me convenzo de ello.
Échate novi@ de una puta vez y deja de echar espuma por la boca, hasta un adefesio como tú tiene su media naranja en algún lado.....ó no...visto tu careto.",Yes violence,negative,no hateful,no targeted,no aggressive
@LaFallaras @sanchezcastejon Vieja loca,Yes violence,negative,hateful,targeted,aggressive
"Esta además de loca es enrredadora
Malo, malo

https://t.co/p8yTW3rn6F https://t.co/p8yTW3rn6F",Yes violence,negative,hateful,targeted,aggressive
@Arian4_c @NachoM_Aguiar callate puta,Yes violence,negative,hateful,targeted,aggressive
"@LaEtxebarria Y luego a fregar, para mantener la tradición",Yes violence,neutral,no hateful,no targeted,no aggressive
"La Greta esa sí q es lista con 15 años no va al instituto, quejándose de cosas que no tiene ni puta idea, cobrando 500.000 por cada charla y encima dice que le hemos quitado la infancia y yo aquí estudiando como un matao",Yes violence,negative,no hateful,no targeted,no aggressive
Callate puta que te dejo en visto..,Yes violence,negative,hateful,targeted,aggressive
@mirucejas callate puTa,Yes violence,negative,hateful,targeted,aggressive
"@LeticiaDolera Q parte no entendéis las chiringuiteras de q la niña es puta y se ha inventado la violación?
Lo hizo con total consentimiento y punto, os pongáis como os pongáis.",Yes violence,negative,hateful,no targeted,aggressive
"@LaFallaras @ahorapodemos @iunida @PSOE @Esquerra_ERC @compromis @SofCastanon @Adrilastra @Irene_Montero_ @abrazopartio @AAlvarezAlvarez @gabrielrufian @Pablo_Iglesias_ @agarzon Denuncia tú, payasa!",Yes violence,negative,hateful,targeted,aggressive
"@AnabelAlonso_of ¿Por qué no actualizas el marcador, payasa?",Yes violence,negative,hateful,targeted,aggressive
"@IrantzuVarela Doña vividora del conflicto sin dar un palo al agua en su miserable vida te va a señalar con el dedo, a juzgar sin tener ni puta idea y a acosar de todas las maneras habidas y por haber si no vas a la maní ultrapolitizada y sectaria del #8M",Yes violence,negative,hateful,targeted,aggressive
Greta Thunberg se queda pendeja al lado de esta pareja. https://t.co/TfI2I8okha,Yes violence,negative,no hateful,no targeted,no aggressive
"@LaFallaras @populares @CiudadanosCs Eres una loca peligrosa, deberías estar internada y muy vigilada. Eres el claro ejemplo de lo que puede hacer el odio y el resentimiento en una persona.
Eres un mal referente para los crédulos que se dejan guiar por los medios. Un día lo pagarás, como todos lo hacemos.",Yes violence,negative,hateful,targeted,aggressive
@Urdaneta1565 @PilarGonzlezL1 Y Greta Majareta ......tan contenta,Yes violence,positive,no hateful,no targeted,no aggressive
@SanzSool Callate puta,Yes violence,negative,hateful,targeted,aggressive
"@Perlacarr @alec_diaz_ Yo diría realista.. y quizás si machista y feminista.. y lo x lo sig:

Basándome en mis trabajos cuando a una mujer la ponen a cargar dice:
-Ay No!! No ven q soy mujer?
-Ese trabajo no es para una mujer?
-No ven q somos el sexo débil?
-soy mujer y eso es para hombres",Yes violence,negative,hateful,no targeted,no aggressive
@GirautaOficial @bechoch El feminismo es un club de aspirantes a multiorgásmicas,Yes violence,neutral,no hateful,no targeted,no aggressive
@todonoticias se lo pasan a la histérica de los anteojos de murciélago q no sé como se llama Greta Thunberg registra su nombre y el de su movimiento como marcas comerciales https://t.co/BrG3j0TS4a,Yes violence,negative,no hateful,no targeted,no aggressive
@LaFallaras @PeioHR Eres una cerda.,Yes violence,neutral,hateful,targeted,aggressive
@CaracolRadio Y que Greta Tumberg estaba loca y que cual calentamiento global y vea..,Yes violence,negative,no hateful,no targeted,no aggressive
@constanzamtza No te rías cabrona jajaja luego se las hicieron a todas y ahí andaban llorandoo😅😂 ntc😅,Yes violence,neutral,hateful,no targeted,aggressive
"@gongalery Pues que el bizarro de su padre haga una consulta ciudadana, si se ponen pedos o se van a fregar a su progenitora todos los de la 4ta",Yes violence,negative,hateful,no targeted,no aggressive
"Volveré a publicar esto porque quiero que la gente sepa que Greta Thunberg no solo es una niña con antifa, sino que le gusta disparar. Me parece una agencia muy payasa. https://t.co/txSWFV8OUJ",Yes violence,negative,hateful,no targeted,no aggressive
"Quedó captado en video el momento en que les gritó ""¡Ahora a casa, que hay que hacer la cena!""
https://t.co/2opeuFd57m",Yes violence,neutral,no hateful,no targeted,no aggressive
"@AnabelAlonso_of En serio esta loca ha dicho esto? , ya ha perdido el juicio por completo. Como se atreve a decir semejante barbaridad.",Yes violence,negative,no hateful,no targeted,no aggressive
@Jos57203181 @diegxtapia @Emonolover1 @CesarPandaman @Javiera1902 @LunaMtzOficial @AbrilMoldrano @AlfredSarjok @DalasReview Amenisima dejemos de seguir a  la enferma mental cerda 😭😭😭,Yes violence,negative,hateful,targeted,aggressive
"Su condición de Asperger, no la da licencia para odiar al resto del mundo que no tenga sus ideas, no todos tenemos los medios de los que ella dispone, y lo peor es que cada vez la dan más eco. 
Vaya a estudiar mocosa @GretaThunberg, antes de que te roben más la infancia! https://t.co/8H7Fvk6JgI",Yes violence,negative,hateful,no targeted,no aggressive
@roodrisanz Callate puta,Yes violence,negative,hateful,targeted,aggressive
@Ioutour callate puta,Yes violence,negative,hateful,targeted,aggressive
@RodriBS70 Mira puta Greta callate la boca,Yes violence,negative,hateful,targeted,aggressive
@24h_tve @GretaThunberg Queeee.. esta minicomunista loca no hace un coño solo andar pegando berrinches.. muy por el contrario a Boyan Slat.. que desde lo 16 años trabajo y creo un sistema efectivo. Esta muchachita lo unico que hace es no ir a clases y culpar a los demas a punta de cantaletas,Yes violence,neutral,hateful,targeted,aggressive
@snobohm_sol callate puta,Yes violence,negative,hateful,targeted,aggressive
"@LaFallaras Ando un poco perdido.
Cuando te refieres a la adolescente violada te refieres a la golfa esa de la que hablan en las redes?",Yes violence,negative,no hateful,no targeted,no aggressive
"@AnabelAlonso_of Vete a inocular tu enfermedad mental a tu Puta madre, por favor. Gracias por tu atención.",Yes violence,negative,no hateful,no targeted,no aggressive
"@sallelorier ""la violada "". No tiene límites ninguno . Toda la cabeza llena de materia fecal",Yes violence,negative,no hateful,no targeted,no aggressive
"@GretaThunberg Niña inconciente de lobque realmente es vivir, crees q x estar mal psicologicamente y aparentar gritar señalando errores evidentes del mundo actual ya eres la heroína del cuento. Sal a trabajar por un grupo de niños en extrema necesidad mejor y deja de actuar como loca",Yes violence,negative,hateful,targeted,aggressive
@LaFallaras Menuda payasa estas echa.. 😂😂,Yes violence,negative,hateful,targeted,aggressive
@LaFallaras No habrá querido decir zorra?,Yes violence,neutral,hateful,targeted,aggressive
"La Greta será mamerta pero no pendeja, Plata es Plata. https://t.co/UCWpzWSXQr",Yes violence,negative,hateful,targeted,aggressive
@AnabelAlonso_of Estúpida e imbécil,Yes violence,negative,hateful,targeted,aggressive
Patetica rueda de prensa de Greta y los Garbo https://t.co/G4ak80t0zh vía @YouTube,Yes violence,negative,no hateful,no targeted,no aggressive
@pudrenamaria Greta es una cerda!!!,Yes violence,negative,hateful,targeted,aggressive
@CNNEE Greta es una estupida útil por los izquierdozos y verdosos....,Yes violence,negative,hateful,no targeted,aggressive
q zorra la Greta en primera clase jajsjajajaa lo k hay k vee,Yes violence,negative,hateful,targeted,aggressive
@hannivrgn Callate puta déjame,Yes violence,negative,hateful,targeted,aggressive
callate puta q hablas vos https://t.co/yCjfFcTALt,Yes violence,negative,hateful,targeted,aggressive
"@MrZoroald A ver a mi visualmente la verdad es que me gustan, pero que puto asco. Togekiss era aguantable hasta esta generacion, que ahora puede subirse la velocidad y la vida con su dinamax y pegarle flincheos a todo dios, anda a fregar hada psicotica",Yes violence,negative,no hateful,no targeted,no aggressive
"@SraRocknRoll @Emma_Marug @rlito69 @MrKalimotxo Ptractica el cpoito con uno de ellos, y el mismo tribunal le absuelve de violación pues dice que ESO SI estaba consentido. La chica no oculta los hechos y se lo cuenta a las amigas. No parece traumatizada. A los chicos 38 años de condena. Que son gilipollas y sigo...",Yes violence,negative,no hateful,no targeted,no aggressive
